Serial no;Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event
243;241;00:01:43.480000;Jonathan Kitilit;KEN;24.04.1994;2.0;Nairobi;29.04.2016;Men;800 m
244;245;00:01:43.490000;José Luis Barbosa;BRA;27.05.1961;2.0;Hengelo;14.08.1988;Men;800 m
245;246;00:01:43.500000;Rick Wohlhuter;USA;23.12.1948;1.0;Eugene;06.08.1974;Men;800 m
246;246;00:01:43.500000;Alberto Juantorena;CUB;03.12.1950;1.0;Montréal;25.07.1976;Men;800 m
247;246;00:01:43.500000;Vebjørn Rodal;NOR;16.09.1972;2.0;Oslo;22.07.1994;Men;800 m
248;246;00:01:43.500000;Patrick Konchellah;KEN;20.04.1968;2.0;Bruxelles;22.08.1997;Men;800 m
249;246;00:01:43.500000;Mahjoub Haïda;MAR;01.07.1970;2.0;Roma;14.07.1998;Men;800 m
250;246;00:01:43.500000;William Yiampoy;KEN;17.05.1974;2.0;Bruxelles;09.03.2004;Men;800 m
251;246;00:01:43.500000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Monaco;28.07.2009;Men;800 m
252;246;00:01:43.500000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Saint-Denis;16.07.2010;Men;800 m
253;246;00:01:43.500000;David Rudisha;KEN;17.12.1988;1.0;Bruxelles;27.08.2010;Men;800 m
254;246;00:01:43.500000;Mohammed Aman;ETH;10.01.1994;1.0;Milano;18.09.2011;Men;800 m
255;256;00:01:43.510000;Sammy Koskei;KEN;14.05.1961;2.0;Zürich;22.08.1984;Men;800 m
256;256;00:01:43.510000;Johnny Gray;USA;19.06.1960;2.0;Oslo;07.04.1992;Men;800 m
257;256;00:01:43.510000;Mohammed Aman;ETH;10.01.1994;1.0;Daegu;16.05.2012;Men;800 m
258;259;00:01:43.520000;Joseph Mutua Mwengi;KEN;10.12.1978;5.0;Bruxelles;09.05.2003;Men;800 m
259;259;00:01:43.520000;Bram Som;NED;20.02.1980;3.0;Rieti;27.08.2006;Men;800 m
260;259;00:01:43.520000;David Rudisha;KEN;17.12.1988;1.0;Zürich;28.08.2009;Men;800 m
261;259;00:01:43.520000;Mohammed Aman;ETH;10.01.1994;1.0;Berlin;31.08.2014;Men;800 m
262;259;00:01:43.520000;Ayanleh Souleiman;DJI;03.12.1992;5.0;Saint-Denis;27.08.2016;Men;800 m
263;264;00:01:43.530000;David Rudisha;KEN;17.12.1988;3.0;Hengelo;06.01.2009;Men;800 m
264;264;00:01:43.530000;Taoufik Makhloufi;ALG;29.04.1988;2.0;Berlin;31.08.2014;Men;800 m
265;266;00:01:43.540000;William Wuyke;VEN;21.05.1958;2.0;Rieti;09.07.1986;Men;800 m
266;266;00:01:43.540000;Nixon Kiprotich;KEN;04.12.1962;1.0;Rieti;09.05.1993;Men;800 m
267;266;00:01:43.540000;Wilson Kipketer;DEN;12.12.1970;1.0;Roma;06.05.1997;Men;800 m
268;269;00:01:43.550000;Nixon Kiprotich;KEN;04.12.1962;1.0;Köln;16.08.1992;Men;800 m
269;269;00:01:43.550000;Philip Kibitok;KEN;23.03.1971;3.0;Rieti;09.01.1996;Men;800 m
270;269;00:01:43.550000;Wilson Kipketer;DEN;12.12.1970;1.0;München;09.11.1999;Men;800 m
271;269;00:01:43.550000;Nick Symmonds;USA;30.12.1983;2.0;Moskva;13.08.2013;Men;800 m
272;269;00:01:43.550000;Donavan Brazier;USA;15.04.1997;1.0;Eugene;06.10.2016;Men;800 m
273;269;00:01:43.550000;Ferguson Cheruiyot;KEN;30.11.1989;5.0;Rio de Janeiro;15.08.2016;Men;800 m
274;275;00:01:43.560000;Rob Druppers;NED;29.04.1962;4.0;Köln;25.08.1985;Men;800 m
275;275;00:01:43.560000;Arthémon Hatungimana;BDI;21.01.1974;2.0;Zürich;16.08.1995;Men;800 m
276;275;00:01:43.560000;Vebjørn Rodal;NOR;16.09.1972;2.0;Zürich;14.08.1996;Men;800 m
277;275;00:01:43.560000;Arthémon Hatungimana;BDI;21.01.1974;2.0;Zürich;13.08.1997;Men;800 m
278;275;00:01:43.560000;Mohammed Aman;ETH;10.01.1994;1.0;Stockholm;17.08.2012;Men;800 m
279;275;00:01:43.560000;Nick Symmonds;USA;30.12.1983;1.0;Zürich;29.08.2013;Men;800 m
280;275;00:01:43.560000;Mohammed Aman;ETH;10.01.1994;1.0;Roma;06.04.2015;Men;800 m
281;275;00:01:43.560000;Robert Biwott;KEN;28.01.1996;2.0;Barcelona;07.08.2015;Men;800 m
282;283;00:01:43.570000;Mike Boit;KEN;06.01.1949;1.0;Berlin;20.08.1976;Men;800 m
283;283;00:01:43.570000;Mahjoub Haïda;MAR;01.07.1970;3.0;Zürich;16.08.1995;Men;800 m
284;283;00:01:43.570000;Joseph Tengelei;KEN;08.12.1970;4.0;Zürich;16.08.1995;Men;800 m
285;283;00:01:43.570000;Patrick Ndururi;KEN;12.01.1969;4.0;Köln;24.08.1997;Men;800 m
286;283;00:01:43.570000;Hezekiél Sepeng;RSA;30.06.1974;3.0;Monaco;20.07.2001;Men;800 m
287;283;00:01:43.570000;David Rudisha;KEN;17.12.1988;2.0;Milano;18.09.2011;Men;800 m
288;289;00:01:43.580000;André Bucher;SUI;19.10.1976;1.0;Lausanne;07.04.2001;Men;800 m
289;289;00:01:43.580000;Yuriy Borzakovskiy;RUS;12.04.1981;2.0;Monaco;28.07.2009;Men;800 m
290;289;00:01:43.580000;Mbulaeni Mulaudzi;RSA;08.09.1980;2.0;Lausanne;07.08.2010;Men;800 m
291;289;00:01:43.580000;Mohammed Aman;ETH;10.01.1994;1.0;Rabat;27.05.2012;Men;800 m
292;289;00:01:43.580000;David Rudisha;KEN;17.12.1988;1.0;New York City;13.06.2015;Men;800 m
293;289;00:01:43.580000;Pierre-Ambroise Bosse;FRA;11.05.1992;6.0;Saint-Denis;27.08.2016;Men;800 m
294;295;00:01:43.590000;Johnny Gray;USA;19.06.1960;1.0;Rieti;09.02.1984;Men;800 m
295;295;00:01:43.590000;Wilson Kipketer;DEN;12.12.1970;2.0;Zürich;16.08.2002;Men;800 m
296;295;00:01:43.590000;Wilfred Bungei;KEN;24.07.1980;2.0;Athínai;07.03.2006;Men;800 m
297;295;00:01:43.590000;Bram Som;NED;20.02.1980;4.0;Rieti;09.06.2009;Men;800 m
298;299;00:01:43.600000;Paul Ereng;KEN;22.08.1967;1.0;London;14.07.1989;Men;800 m
299;299;00:01:43.600000;Abdi Bile;SOM;28.12.1962;3.0;Zürich;16.08.1989;Men;800 m
300;299;00:01:43.600000;David Kiptoo Singoei;KEN;26.06.1965;4.0;Zürich;08.12.1998;Men;800 m
301;299;00:01:43.600000;Leonard Kosencha;KEN;21.08.1994;2.0;Rabat;27.05.2012;Men;800 m
302;299;00:01:43.600000;Ferguson Cheruiyot;KEN;30.11.1989;1.0;Nairobi;08.01.2015;Men;800 m
303;299;00:01:43.600000;Clayton Murphy;USA;26.02.1995;1.0;Torrance;15.04.2017;Men;800 m
304;305;00:01:43.610000;Steve Cram;GBR;14.10.1960;1.0;Oslo;23.08.1983;Men;800 m
305;305;00:01:43.610000;Japheth Kimutai;KEN;20.12.1978;3.0;Roma;14.07.1998;Men;800 m
306;305;00:01:43.610000;Youssef Saad Kamel;BRN;29.03.1983;4.0;Rieti;27.08.2006;Men;800 m
307;305;00:01:43.610000;Mbulaeni Mulaudzi;RSA;08.09.1980;2.0;Jerez de la Frontera;24.06.2008;Men;800 m
308;305;00:01:43.610000;Mohammed Aman;ETH;10.01.1994;1.0;Roma;06.06.2013;Men;800 m
309;310;00:01:43.620000;Steve Cram;GBR;14.10.1960;1.0;Nice;15.07.1986;Men;800 m
310;310;00:01:43.620000;Earl Jones;USA;17.07.1964;2.0;Zürich;13.08.1986;Men;800 m
311;310;00:01:43.620000;William Tanui;KEN;22.02.1964;1.0;Lausanne;07.08.1992;Men;800 m
312;310;00:01:43.620000;Wilfred Bungei;KEN;24.07.1980;1.0;Sevilla;06.07.2003;Men;800 m
313;310;00:01:43.620000;Abraham Rotich;KEN;26.06.1993;1.0;Naimette-Xhovémont;07.05.2012;Men;800 m
314;310;00:01:43.620000;Mohammed Aman;ETH;10.01.1994;1.0;Berlin;09.02.2012;Men;800 m
315;316;00:01:43.630000;Agberto Conceiço Guimarães;BRA;18.08.1957;3.0;Koblenz;29.08.1984;Men;800 m
316;316;00:01:43.630000;Joseph Mutua Mwengi;KEN;10.12.1978;4.0;Monaco;20.07.2001;Men;800 m
317;316;00:01:43.630000;Ayanleh Souleiman;DJI;03.12.1992;1.0;Sollentuna;27.06.2013;Men;800 m
318;316;00:01:43.630000;Nijel Amos;BOT;15.03.1994;1.0;Eugene;31.05.2014;Men;800 m
319;320;00:01:43.640000;Alberto Juantorena;CUB;03.12.1950;1.0;Zürich;24.08.1977;Men;800 m
320;320;00:01:43.640000;Sebastian Coe;GBR;29.09.1956;2.0;Los Angeles;08.06.1984;Men;800 m
321;320;00:01:43.640000;Wilson Kipketer;KEN;12.12.1970;1.0;Göteborg;24.08.1994;Men;800 m
322;320;00:01:43.640000;Japheth Kimutai;KEN;20.12.1978;3.0;Zürich;13.08.1997;Men;800 m
323;320;00:01:43.640000;Wilfred Bungei;KEN;24.07.1980;1.0;Zürich;16.08.2002;Men;800 m
324;320;00:01:43.640000;Mbulaeni Mulaudzi;RSA;08.09.1980;1.0;Madrid;07.05.2008;Men;800 m
325;326;00:01:43.650000;Willi Wülbeck;FRG;18.12.1954;1.0;Helsinki;08.09.1983;Men;800 m
326;326;00:01:43.650000;Laban Rotich;KEN;20.01.1969;4.0;Stuttgart;19.07.1998;Men;800 m
327;326;00:01:43.650000;Timothy Kitum;KEN;20.11.1994;1.0;Heusden-Zolder;19.07.2014;Men;800 m
328;329;00:01:43.660000;Alberto Juantorena;CUB;03.12.1950;1.0;Bydgoszcz;19.06.1977;Men;800 m
329;329;00:01:43.660000;William Tanui;KEN;22.02.1964;1.0;Barcelona;08.05.1992;Men;800 m
330;329;00:01:43.660000;Robert Kibet;KEN;15.12.1965;4.0;Rieti;09.01.1996;Men;800 m
331;329;00:01:43.660000;Hezekiél Sepeng;RSA;30.06.1974;2.0;Zürich;08.11.1999;Men;800 m
332;329;00:01:43.660000;Mohammed Al-Salhi;KSA;11.05.1986;3.0;Ad-Dawhah;05.08.2009;Men;800 m
333;329;00:01:43.660000;Alfred Kirwa Yego;KEN;28.11.1986;2.0;Zürich;28.08.2009;Men;800 m
334;335;00:01:43.670000;Mark Everett;USA;02.09.1968;2.0;New Orleans;24.06.1992;Men;800 m
335;335;00:01:43.670000;Vebjørn Rodal;NOR;16.09.1972;1.0;Köln;16.08.1996;Men;800 m
336;335;00:01:43.670000;Sammy Kibet Langat;KEN;24.01.1970;5.0;Rieti;09.01.1996;Men;800 m
337;335;00:01:43.670000;Dmitrijs Milkevics;LAT;06.12.1981;3.0;Athínai;07.03.2006;Men;800 m
338;335;00:01:43.670000;Wilfred Bungei;KEN;24.07.1980;3.0;Zürich;18.08.2006;Men;800 m
339;335;00:01:43.670000;Nick Symmonds;USA;30.12.1983;1.0;London;26.07.2013;Men;800 m
340;341;00:01:43.680000;Wilson Kipketer;KEN;12.12.1970;1.0;Monaco;08.02.1994;Men;800 m
341;341;00:01:43.680000;Yuriy Borzakovskiy;RUS;12.04.1981;6.0;Bruxelles;09.05.2003;Men;800 m
342;341;00:01:43.680000;Amine Laâlou;MAR;13.05.1982;2.0;Zürich;08.06.2004;Men;800 m
343;341;00:01:43.680000;Khadevis Robinson;USA;19.07.1976;5.0;Rieti;27.08.2006;Men;800 m
344;341;00:01:43.680000;Gary Reed;CAN;25.10.1981;4.0;Monaco;29.07.2008;Men;800 m
345;341;00:01:43.680000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Eugene;06.04.2011;Men;800 m
346;347;00:01:43.690000;Atle Douglas;NOR;09.06.1968;1.0;Rieti;09.05.1995;Men;800 m
347;347;00:01:43.690000;William Yiampoy;KEN;17.05.1974;2.0;Zürich;16.08.2002;Men;800 m
348;347;00:01:43.690000;Wilfred Bungei;KEN;24.07.1980;1.0;Madrid;17.07.2006;Men;800 m
349;347;00:01:43.690000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Sollentuna;07.05.2012;Men;800 m
350;347;00:01:43.690000;Ayanleh Souleiman;DJI;03.12.1992;1.0;Huddinge;25.07.2014;Men;800 m
351;352;00:01:43.700000;Marcello Fiasconaro;ITA;19.07.1949;1.0;Milano;27.06.1973;Men;800 m
352;352;00:01:43.700000;Johnny Gray;USA;19.06.1960;1.0;Burnaby;06.05.1988;Men;800 m
353;352;00:01:43.700000;Robert Kibet;KEN;15.12.1965;2.0;Oslo;07.01.1989;Men;800 m
354;352;00:01:43.700000;Nixon Kiprotich;KEN;04.12.1962;2.0;Barcelona;08.05.1992;Men;800 m
355;352;00:01:43.700000;Rich Kenah;USA;04.08.1970;5.0;Köln;24.08.1997;Men;800 m
356;352;00:01:43.700000;André Bucher;SUI;19.10.1976;1.0;Edmonton;08.07.2001;Men;800 m
357;352;00:01:43.700000;Wilfred Bungei;KEN;24.07.1980;1.0;Rieti;28.08.2005;Men;800 m
358;352;00:01:43.700000;Nick Symmonds;USA;30.12.1983;2.0;Des Moines;23.06.2013;Men;800 m
359;352;00:01:43.700000;Nijel Amos;BOT;15.03.1994;2.0;Saint-Denis;07.05.2014;Men;800 m
360;361;00:01:43.710000;Hezekiél Sepeng;RSA;30.06.1974;2.0;Köln;16.08.1996;Men;800 m
361;361;00:01:43.710000;Arthémon Hatungimana;BDI;21.01.1974;3.0;Bruxelles;22.08.1997;Men;800 m
362;361;00:01:43.710000;Japheth Kimutai;KEN;20.12.1978;1.0;Nairobi;26.07.2003;Men;800 m
363;361;00:01:43.710000;Amine Laâlou;MAR;13.05.1982;3.0;Ad-Dawhah;14.05.2010;Men;800 m
364;361;00:01:43.710000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Eugene;06.02.2012;Men;800 m
365;361;00:01:43.710000;Taoufik Makhloufi;ALG;29.04.1988;2.0;Stockholm;17.08.2012;Men;800 m
366;361;00:01:43.710000;Yeimer López;CUB;20.08.1982;3.0;Saint-Denis;07.05.2014;Men;800 m
367;368;00:01:43.720000;Billy Konchellah;KEN;20.10.1961;4.0;Koblenz;28.08.1985;Men;800 m
368;368;00:01:43.720000;Paul Ereng;KEN;22.08.1967;1.0;Bruxelles;25.08.1989;Men;800 m
369;368;00:01:43.720000;Johnny Gray;USA;19.06.1960;2.0;Sevilla;30.05.1990;Men;800 m
370;368;00:01:43.720000;André Bucher;SUI;19.10.1976;1.0;Zürich;08.11.2000;Men;800 m
371;368;00:01:43.720000;Wilfred Bungei;KEN;24.07.1980;1.0;Madrid;17.07.2004;Men;800 m
372;368;00:01:43.720000;David Rudisha;KEN;17.12.1988;2.0;Oslo;06.06.2008;Men;800 m
373;368;00:01:43.720000;Abraham Chepkirwok;UGA;18.11.1988;2.0;Madrid;07.05.2008;Men;800 m
374;368;00:01:43.720000;Jackson Kivuva;KEN;11.08.1989;4.0;Monaco;22.07.2010;Men;800 m
375;368;00:01:43.720000;Duane Solomon;USA;28.12.1984;1.0;Monaco;19.07.2013;Men;800 m
376;368;00:01:43.720000;Marcin Lewandowski;POL;13.06.1987;6.0;Monaco;17.07.2015;Men;800 m
377;378;00:01:43.730000;Nixon Kiprotich;KEN;04.12.1962;2.0;Bruxelles;25.08.1989;Men;800 m
378;378;00:01:43.730000;Johnny Gray;USA;19.06.1960;1.0;Roma;06.08.1994;Men;800 m
379;378;00:01:43.730000;Alfred Kipketer;KEN;26.12.1996;1.0;Eldoret;07.01.2016;Men;800 m
380;378;00:01:43.730000;Marcin Lewandowski;POL;13.06.1987;7.0;Saint-Denis;27.08.2016;Men;800 m
381;378;00:01:43.730000;Emmanuel Korir;KEN;15.06.1995;1.0;Berkeley;28.04.2017;Men;800 m
382;383;00:01:43.740000;Earl Jones;USA;17.07.1964;1.0;Los Angeles;19.06.1984;Men;800 m
383;383;00:01:43.740000;Johnny Gray;USA;19.06.1960;2.0;Los Angeles;19.06.1984;Men;800 m
384;383;00:01:43.740000;Frederick Onyancha;KEN;25.12.1969;3.0;Zürich;14.08.1996;Men;800 m
385;383;00:01:43.740000;Wilson Kipketer;DEN;12.12.1970;1.0;Monaco;08.08.1998;Men;800 m
386;383;00:01:43.740000;Andrea Longo;ITA;26.06.1975;1.0;Rieti;09.03.2000;Men;800 m
387;383;00:01:43.740000;Mbulaeni Mulaudzi;RSA;08.09.1980;1.0;Monaco;25.07.2007;Men;800 m
388;383;00:01:43.740000;Mohammed Aman;ETH;10.01.1994;2.0;Eugene;06.02.2012;Men;800 m
389;383;00:01:43.740000;Kevin López;ESP;12.06.1990;4.0;Monaco;20.07.2012;Men;800 m
390;383;00:01:43.740000;Taoufik Makhloufi;ALG;29.04.1988;1.0;Rieti;09.09.2012;Men;800 m
391;392;00:01:43.750000;José Luis Barbosa;BRA;27.05.1961;1.0;Zürich;08.07.1991;Men;800 m
392;392;00:01:43.750000;Patrick Konchellah;KEN;20.04.1968;2.0;Stockholm;07.07.1997;Men;800 m
393;392;00:01:43.750000;Youssef Saad Kamel;BRN;29.03.1983;4.0;Athínai;07.03.2006;Men;800 m
394;395;00:01:43.760000;José Luis Barbosa;BRA;27.05.1961;3.0;Roma;09.01.1987;Men;800 m
395;395;00:01:43.760000;Benyounès Lahlou;MAR;03.11.1964;2.0;Nice;07.10.1996;Men;800 m
396;395;00:01:43.760000;Yuriy Borzakovskiy;RUS;12.04.1981;2.0;Saint-Denis;07.06.2001;Men;800 m
397;395;00:01:43.760000;Wilson Kipketer;DEN;12.12.1970;1.0;Monaco;19.07.2002;Men;800 m
398;395;00:01:43.760000;Amine Laâlou;MAR;13.05.1982;1.0;Zhukovskiy;26.06.2010;Men;800 m
399;395;00:01:43.760000;Nick Symmonds;USA;30.12.1983;3.0;Rieti;29.08.2010;Men;800 m
400;395;00:01:43.760000;David Rudisha;KEN;17.12.1988;1.0;Nairobi;16.07.2011;Men;800 m
401;395;00:01:43.760000;Job Kinyor;KEN;02.09.1990;2.0;Ad-Dawhah;05.11.2012;Men;800 m
402;395;00:01:43.760000;Pierre-Ambroise Bosse;FRA;11.05.1992;2.0;Monaco;19.07.2013;Men;800 m
403;395;00:01:43.760000;Ayanleh Souleiman;DJI;03.12.1992;3.0;Moskva;13.08.2013;Men;800 m
404;395;00:01:43.760000;David Rudisha;KEN;17.12.1988;2.0;Lausanne;07.09.2015;Men;800 m
405;395;00:01:43.760000;Adam Kszczot;POL;02.09.1989;8.0;Saint-Denis;27.08.2016;Men;800 m
406;395;00:01:43.760000;Kipyegon Bett;KEN;02.01.1998;2.0;Berlin;09.03.2016;Men;800 m
407;408;00:01:43.770000;Abraham Kiplagat;KEN;09.08.1984;5.0;Monaco;22.07.2010;Men;800 m
408;408;00:01:43.770000;Andrew Osagie;GBR;19.02.1988;8.0;London;08.09.2012;Men;800 m
409;408;00:01:43.770000;Nijel Amos;BOT;15.03.1994;1.0;Zürich;28.08.2014;Men;800 m
410;411;00:01:43.780000;Sammy Koskei;KEN;14.05.1961;5.0;Köln;25.08.1985;Men;800 m
411;411;00:01:43.780000;Agberto Conceiço Guimarães;BRA;18.08.1957;5.0;Köln;25.08.1985;Men;800 m
412;411;00:01:43.780000;Paul Ereng;KEN;22.08.1967;1.0;Barcelona;16.07.1990;Men;800 m
413;411;00:01:43.780000;Jean-Patrick Nduwimana;BDI;09.05.1978;3.0;Saint-Denis;07.06.2001;Men;800 m
414;411;00:01:43.780000;Mbulaeni Mulaudzi;RSA;08.09.1980;4.0;Ad-Dawhah;14.05.2010;Men;800 m
415;411;00:01:43.780000;Nick Symmonds;USA;30.12.1983;5.0;Monaco;20.07.2012;Men;800 m
416;411;00:01:43.780000;Mohammed Aman;ETH;10.01.1994;1.0;Ostrava;27.06.2013;Men;800 m
417;411;00:01:43.780000;Ayanleh Souleiman;DJI;03.12.1992;1.0;Ad-Dawhah;15.05.2015;Men;800 m
418;419;00:01:43.790000;Mike Boit;KEN;06.01.1949;1.0;Zürich;20.08.1975;Men;800 m
419;419;00:01:43.790000;Norberto Téllez;CUB;22.01.1972;1.0;Atlanta;29.07.1996;Men;800 m
420;419;00:01:43.790000;Djabir Said-Guerni;ALG;29.03.1977;1.0;Monaco;18.08.2000;Men;800 m
421;419;00:01:43.790000;Nijel Amos;BOT;15.03.1994;1.0;Barcelona;15.07.2012;Men;800 m
422;419;00:01:43.790000;Marcin Lewandowski;POL;13.06.1987;2.0;Zürich;29.08.2013;Men;800 m
423;424;00:01:43.800000;Sebastian Coe;GBR;29.09.1956;1.0;Oslo;28.06.1983;Men;800 m
424;424;00:01:43.800000;Sammy Koskei;KEN;14.05.1961;5.0;Koblenz;28.08.1985;Men;800 m
425;424;00:01:43.800000;Philip Kibitok;KEN;23.03.1971;1.0;Nairobi;29.06.1996;Men;800 m
426;424;00:01:43.800000;Patrick Konchellah;KEN;20.04.1968;4.0;Zürich;13.08.1997;Men;800 m
427;424;00:01:43.800000;Patrick Ndururi;KEN;12.01.1969;2.0;Monaco;08.08.1998;Men;800 m
428;424;00:01:43.800000;Abubaker Kaki Khamis;SUD;21.06.1989;1.0;Ostrava;06.12.2008;Men;800 m
429;424;00:01:43.800000;Nijel Amos;BOT;15.03.1994;2.0;Roma;06.04.2015;Men;800 m
430;431;00:01:43.810000;Mbulaeni Mulaudzi;RSA;08.09.1980;3.0;Zürich;16.08.2002;Men;800 m
431;431;00:01:43.810000;Joseph Mutua Mwengi;KEN;10.12.1978;3.0;Bruxelles;30.08.2002;Men;800 m
432;431;00:01:43.810000;Edwin Kiplagat Melly;KEN;23.04.1994;2.0;Rieti;09.09.2012;Men;800 m
433;434;00:01:43.820000;Joaquim Cruz;BRA;12.03.1963;1.0;Los Angeles;08.05.1984;Men;800 m
434;434;00:01:43.820000;Patrick Ndururi;KEN;12.01.1969;1.0;Hechtel;08.01.1998;Men;800 m
435;434;00:01:43.820000;Japheth Kimutai;KEN;20.12.1978;1.0;Kuala Lumpur;19.09.1998;Men;800 m
436;434;00:01:43.820000;André Bucher;SUI;19.10.1976;1.0;Berlin;31.08.2001;Men;800 m
437;434;00:01:43.820000;Ismail Ahmed Ismail;SUD;10.09.1984;2.0;Athínai;13.07.2009;Men;800 m
438;434;00:01:43.820000;Abdulrahman Musaeb Bala;QAT;19.03.1989;3.0;Barcelona;07.08.2015;Men;800 m
439;440;00:01:43.830000;Earl Jones;USA;17.07.1964;3.0;Los Angeles;08.06.1984;Men;800 m
440;440;00:01:43.830000;António Manuel Reina;ESP;13.06.1981;1.0;Madrid;21.09.2002;Men;800 m
441;440;00:01:43.830000;Nick Symmonds;USA;30.12.1983;3.0;Monaco;28.07.2009;Men;800 m
442;440;00:01:43.830000;Nick Symmonds;USA;30.12.1983;3.0;Monaco;22.07.2011;Men;800 m
443;440;00:01:43.830000;Adam Kszczot;POL;02.09.1989;1.0;Hengelo;27.05.2012;Men;800 m
444;440;00:01:43.830000;Marcin Lewandowski;POL;13.06.1987;4.0;Bruxelles;09.06.2013;Men;800 m
445;440;00:01:43.830000;Taoufik Makhloufi;ALG;29.04.1988;1.0;Rieti;09.07.2014;Men;800 m
446;447;00:01:43.840000;Olaf Beyer;GDR;04.08.1957;1.0;Praha;31.08.1978;Men;800 m
447;447;00:01:43.840000;Sebastian Coe;GBR;29.09.1956;1.0;Oslo;28.06.1984;Men;800 m
448;447;00:01:43.840000;Johnny Gray;USA;19.06.1960;2.0;Berlin;23.08.1985;Men;800 m
449;447;00:01:43.840000;Johnny Gray;USA;19.06.1960;1.0;Stockholm;07.01.1986;Men;800 m
450;447;00:01:43.840000;Johnny Gray;USA;19.06.1960;1.0;Malmö;08.05.1991;Men;800 m
451;447;00:01:43.840000;Martin Steele;GBR;20.09.1962;1.0;Oslo;07.10.1993;Men;800 m
452;447;00:01:43.840000;Sammy Kibet Langat;KEN;24.01.1970;1.0;Lappeenranta;16.07.1995;Men;800 m
453;447;00:01:43.840000;William Chirchir;KEN;06.02.1979;3.0;Lausanne;07.05.2000;Men;800 m
454;447;00:01:43.840000;Amine Laâlou;MAR;13.05.1982;6.0;Rieti;27.08.2006;Men;800 m
455;447;00:01:43.840000;Alan Webb;USA;13.01.1983;1.0;Heusden-Zolder;28.07.2007;Men;800 m
456;447;00:01:43.840000;Marcin Lewandowski;POL;13.06.1987;4.0;Monaco;28.07.2009;Men;800 m
457;447;00:01:43.840000;Abubaker Kaki Khamis;SUD;21.06.1989;2.0;Bruxelles;27.08.2010;Men;800 m
458;447;00:01:43.840000;Brandon Johnson;USA;06.03.1985;1.0;Madrid;13.07.2013;Men;800 m
459;447;00:01:43.840000;Boris Berian;USA;19.12.1992;2.0;New York City;13.06.2015;Men;800 m
460;447;00:01:43.840000;Amel Tuka;BIH;09.01.1991;1.0;Madrid;07.11.2015;Men;800 m
461;462;00:01:43.850000;David Kiptoo Singoei;KEN;26.06.1965;4.0;Monaco;08.04.1999;Men;800 m
462;462;00:01:43.850000;Joseph Mutua Mwengi;KEN;10.12.1978;3.0;Zürich;08.06.2004;Men;800 m
463;462;00:01:43.850000;Nicholas Kipkoech;KEN;22.10.1992;1.0;Montreuil-sous-Bois;06.07.2016;Men;800 m
464;462;00:01:43.850000;Pierre-Ambroise Bosse;FRA;11.05.1992;1.0;Rio de Janeiro;13.08.2016;Men;800 m
465;462;00:01:43.850000;Taoufik Makhloufi;ALG;29.04.1988;2.0;Rio de Janeiro;13.08.2016;Men;800 m
466;467;00:01:43.860000;Ivo van Damme;BEL;21.02.1954;2.0;Montréal;25.07.1976;Men;800 m
467;467;00:01:43.860000;Saïd Aouita;MAR;02.11.1959;1.0;Köln;21.08.1988;Men;800 m
468;467;00:01:43.860000;Arthémon Hatungimana;BDI;21.01.1974;6.0;Köln;24.08.1997;Men;800 m
469;467;00:01:43.860000;Andrea Longo;ITA;26.06.1975;5.0;Zürich;08.12.1998;Men;800 m
470;467;00:01:43.860000;Khadevis Robinson;USA;19.07.1976;2.0;Roma;14.07.2006;Men;800 m
471;467;00:01:43.860000;Abdulaziz Ladan Mohammed;KSA;07.01.1991;1.0;Palembang;26.09.2013;Men;800 m
472;473;00:01:43.870000;Agberto Conceiço Guimarães;BRA;18.08.1957;6.0;Koblenz;28.08.1985;Men;800 m
473;473;00:01:43.870000;José Luis Barbosa;BRA;27.05.1961;1.0;Vigo;23.07.1991;Men;800 m
474;473;00:01:43.870000;Arthémon Hatungimana;BDI;21.01.1974;6.0;Rieti;09.01.1996;Men;800 m
475;473;00:01:43.870000;Japheth Kimutai;KEN;20.12.1978;2.0;Zürich;08.11.2000;Men;800 m
476;473;00:01:43.870000;Youssef Saad Kamel;BRN;29.03.1983;2.0;Monaco;25.07.2007;Men;800 m
477;473;00:01:43.870000;David Rudisha;KEN;17.12.1988;1.0;Ad-Dawhah;05.10.2013;Men;800 m
478;473;00:01:43.870000;Duane Solomon;USA;28.12.1984;1.0;Moskva;08.11.2013;Men;800 m
479;480;00:01:43.880000;Donato Sabia;ITA;11.09.1963;1.0;Firenze;13.06.1984;Men;800 m
480;480;00:01:43.880000;Tom McKean;GBR;27.10.1963;1.0;London;28.07.1989;Men;800 m
481;480;00:01:43.880000;Wilson Kipketer;DEN;12.12.1970;1.0;Roma;07.02.2004;Men;800 m
482;480;00:01:43.880000;David Rudisha;KEN;17.12.1988;1.0;Melbourne;03.03.2011;Men;800 m
483;480;00:01:43.880000;Taoufik Makhloufi;ALG;29.04.1988;1.0;Porto-Novo;29.06.2012;Men;800 m
484;480;00:01:43.880000;Duane Solomon;USA;28.12.1984;1.0;Walnut;19.04.2014;Men;800 m
